,count
"('to', 'help', 'decide?')",1
"('Should', 'we', 'continue')",1
"('we', 'continue', 'on')",1
"('continue', 'on', 'with')",1
"('on', 'with', 'a')",1
"('table', 'at', 'Cotto?')",1
"('restaurant', 'with', 'more')",1
"('with', 'more', 'highly-rated')",1
"('more', 'highly-rated', 'quiche?')",1
"('sound', 'okay', 'for')",2
"('okay', 'for', 'you?')",2
"('you', 'about', 'A')",1
"('about', 'A', 'and')",1
"('and', 'B', 'Guesthouse?')",1
"('reservation', 'at', 'University')",1
"('at', 'University', 'Arms')",1
"('University', 'Arms', 'Hotel?')",1
"('any', 'more', 'details')",1
"('more', 'details', 'from')",1
"('details', 'from', 'me')",1
"('from', 'me', 'or')",1
"('are', 'you', 'good')",1
"('you', 'good', 'to')",1
"('good', 'to', 'go?')",1
"('to', 'try', 'an')",1
"('try', 'an', 'alternative')",1
"('an', 'alternative', 'date')",1
"('alternative', 'date', 'at')",1
"('date', 'at', 'the')",1
"('at', 'the', 'Leverton')",1
"('the', 'Leverton', 'for')",1
"('Leverton', 'for', 'your')",1
"('for', 'your', 'trip?')",1
"('there', 'anything', 'else?')",2
"('to', 'find', 'additional')",1
"('find', 'additional', 'information?')",1
"('questions', 'or', 'reserve')",1
"('about', 'their', 'menu')",1
"('their', 'menu', 'or')",1
"('menu', 'or', 'anything')",1
"('or', 'anything', 'else?')",1
"('about', 'this', 'property?')",1
"('else', 'or', 'make')",2
"('care', 'to', 'book')",2
"('', 'is', 'there')",2
"('place', 'with', 'relaxing')",1
"('with', 'relaxing', 'atmosphere?')",1
"('to', 'stay', 'somewhere')",1
"('stay', 'somewhere', 'else?')",1
"('for', 'another', 'location?')",1
"('Do', 'you', 'any')",1
"('you', 'any', 'other')",1
"('questions', 'before', 'I')",1
"('before', 'I', 'book')",2
"('reservation', 'there', 'instead?')",1
"('like', 'the', 'address')",1
"('the', 'address', 'and')",1
"('address', 'and', 'phone')",1
"('and', 'phone', 'number?')",1
"('you', 'at', 'Curry')",1
"('Should', 'I', 'start')",1
"('I', 'start', 'another')",1
"('start', 'another', 'search')",1
"('another', 'search', 'for')",1
"('search', 'for', 'you?')",1
"('try', 'to', 'reserve')",1
"('there', 'or', 'are')",1
"('looking', 'for', 'more')",1
"('for', 'more', 'info?')",1
"('about', 'The', 'Ghandi?')",1
"('about', 'the', 'bedouin')",1
"('the', 'bedouin', 'restaurant?')",1
"('to', 'be', 'okay?')",1
"('or', 'give', 'this')",1
"('give', 'this', 'one')",1
"('this', 'one', 'a')",1
"('one', 'a', 'shot?')",1
"('for', 'you', '?')",1
"('look', 'at', 'Tandoori')",1
"('at', 'Tandoori', 'Palace')",1
"('Tandoori', 'Palace', 'instead?')",1
"('you', 'at', 'Darrys')",1
"('at', 'Darrys', 'Cookhouse?')",1
"('about', 'the', 'River')",1
"('the', 'River', 'Bar')",1
"('River', 'Bar', 'and')",1
"('Bar', 'and', 'Steakhouse?')",1
"('you', 'about', 'Saint')",1
"('about', 'Saint', 'Johns')",1
"('Saint', 'Johns', 'Chop')",1
"('Johns', 'Chop', 'House?')",1
"('to', 'find', 'something')",1
"('find', 'something', 'with')",1
"('something', 'with', 'a')",1
"('with', 'a', 'nicer')",1
"('a', 'nicer', 'view?')",1
"('know', 'about', 'them')",1
"('Do', 'have', 'any')",1
"('like', 'a', 'little')",1
"('little', 'more', 'information?')",1
"('on', 'the', ""hotel's"")",1
"('the', ""hotel's"", 'availability')",1
"(""hotel's"", 'availability', 'for')",1
"('to', 'see', 'about')",1
"('see', 'about', 'making')",1
"('about', 'making', 'a')",1
"('about', 'the', 'Stazione?')",1
"('the', 'A', '&')",1
"('A', '&', 'B?')",1
"('check', 'availability', 'there?')",1
"('a', 'different', 'restaurant')",3
"('different', 'restaurant', 'option?')",1
"('a', 'more', 'suitable')",2
"('more', 'suitable', 'place?')",1
"('is', 'a', 'large')",2
"('like', 'more', 'info')",1
"('info', 'or', 'for')",1
"('to', 'help', 'book')",1
"('help', 'book', 'it?')",1
"('to', 'check', 'some')",1
"('check', 'some', 'other')",1
"('places', 'for', 'value?')",1
"('want', 'to', 'know?')",1
"('Can', 'I', 'search')",1
"('for', 'something', 'better')",1
"('something', 'better', 'for')",1
"('better', 'for', 'you?')",1
"('to', 'book', 'there?')",2
"('reservation', 'there', 'now?')",2
"('else', 'you', 'can')",1
"('you', 'can', 'help')",1
"('to', 'give', 'any')",1
"('give', 'any', 'of')",1
"('any', 'of', 'them')",1
"('of', 'them', 'a')",1
"('questions', 'about', 'Nandos?')",1
"('any', 'other', 'info')",1
"('other', 'info', 'from')",1
"('info', 'from', 'me?')",1
"('I', 'try', 'a')",1
"('Maybe', 'it', 'moved')",1
"('it', 'moved', 'since')",1
"('moved', 'since', 'then?')",1
"('like', 'to', 'any')",1
"('to', 'any', 'other')",1
"('a', 'stay', 'there?')",2
"('like', 'the', 'contact')",1
"('the', 'contact', 'information')",1
"('contact', 'information', 'for')",1
"('information', 'for', 'the')",1
"('for', 'the', 'property')",1
"('the', 'property', 'to')",1
"('property', 'to', 'ask')",1
"('know', 'about', 'Gonville')",1
"('a', 'better', 'choice')",1
"('better', 'choice', 'for')",1
"('choice', 'for', 'you?')",1
"('for', 'you', 'inside')",1
"('you', 'inside', 'or')",1
"('inside', 'or', 'try')",1
"('or', 'try', 'a')",1
"('more', 'about', 'Alpha-Milton?')",1
"('look', 'for', 'more')",1
"('at', 'other', 'options')",1
"('options', 'or', 'do')",1
"('to', 'find', 'other')",1
"('find', 'other', 'options?')",1
"('reservation', 'for', 'this')",1
"('for', 'this', 'location?')",1
"('information', 'on', 'about')",1
"('on', 'about', 'it?')",1
"('know', 'about', 'them??')",1
"('information', 'about', 'those')",1
"('about', 'those', 'two')",1
"('those', 'two', 'restaurants?')",1
"('with', 'better', 'view')",2
"('better', 'view', 'ratings?')",1
"(""It's"", 'right', 'off')",1
"('right', 'off', 'the')",1
"('off', 'the', 'highway,')",1
"('the', 'highway,', 'will')",1
"('highway,', 'will', 'that')",1
"('will', 'that', 'work?')",1
"('want', 'to', 'dine')",1
"('about', 'the', 'either')",1
"('the', 'either', 'restaurant?')",1
"('to', 'get', 'information')",1
"('get', 'information', 'on')",1
"('information', 'on', 'Pizza')",1
"('on', 'Pizza', 'Express')",1
"('Pizza', 'Express', 'and')",1
"('Express', 'and', 'Pizza')",1
"('and', 'Pizza', 'Hut')",1
"('Pizza', 'Hut', 'as')",1
"('Hut', 'as', 'well?')",1
"('reservation', 'at', 'Alpha-Milton')",1
"('at', 'Alpha-Milton', 'Guest')",1
"('about', 'the', 'Carolina')",1
"('the', 'Carolina', 'or')",1
"('Carolina', 'or', 'check')",1
"('check', 'out', 'the')",1
"('out', 'the', 'Warkworth')",1
"('more', 'about', 'Zizzi?')",1
"('book', 'a', 'hotel')",1
"('a', 'hotel', 'elsewhere?')",1
"('questions', 'about', 'Archway')",1
"('about', 'Archway', 'House?')",2
"('How', 'does', 'it')",2
"('does', 'it', 'sound')",2
"('it', 'sound', 'to')",2
"('more', 'about', 'Eraina?')",1
"('Would', 'you', 'prefer')",1
"('you', 'prefer', 'to')",1
"('prefer', 'to', 'book')",1
"('book', 'the', 'Huntington')",1
"('the', 'Huntington', 'Marriott')",1
"('Huntington', 'Marriott', 'Hotel?')",1
"('in', 'a', 'table')",2
"('information', 'or', 'another')",1
"('or', 'another', 'place?')",1
"('questions', 'or', 'book')",1
"('', 'perhaps', 'for')",1
"('perhaps', 'for', 'a')",1
"('a', 'different', 'date?')",1
"('you', 'still', 'think')",1
"('still', 'think', 'Limehouse')",1
"('think', 'Limehouse', 'would')",1
"('Limehouse', 'would', 'meet')",1
"('would', 'meet', 'your')",1
"('meet', 'your', 'needs?')",1
"('at', 'another', 'restaurant?')",1
"('look', 'for', 'somewhere')",1
"('for', 'somewhere', 'else')",1
"('somewhere', 'else', 'for')",2
"('questions', 'about', 'Bangkok')",1
"('about', 'Bangkok', 'city?')",1
"('with', 'better', 'more')",1
"('better', 'more', 'positive')",1
"('more', 'positive', 'reviews?')",1
"('more', 'about', 'Cotto?')",1
"('that', 'serves', 'Croquetas?')",1
"('or', 'check', 'another')",1
"('for', 'a', 'location')",2
"('a', 'better', 'view')",1
"('better', 'view', 'than')",1
"('view', 'than', 'Yu')",1
"('than', 'Yu', 'Garden?')",1
"('for', 'an', 'outdoor')",1
"('an', 'outdoor', 'option')",1
"('outdoor', 'option', 'elsewhere?')",1
"('Should', 'we', 'go')",1
"('we', 'go', 'ahead')",1
"('ahead', 'with', 'your')",1
"('with', 'your', 'reservation?')",1
"('I', 'make', 'that')",1
"('make', 'that', 'reservation?')",1
"('like', 'any', 'further')",2
"('any', 'further', 'information')",2
"('further', 'information', 'about')",2
"('information', 'about', 'that')",1
"('about', 'that', 'option?')",1
"('interested,', 'or', 'would')",2
"('there', 'a', 'specific')",1
"('a', 'specific', 'drink')",1
"('specific', 'drink', ""you're"")",1
"('drink', ""you're"", 'interested')",1
"(""you're"", 'interested', 'in?')",1
"('further', 'assistance', 'to')",1
"('assistance', 'to', 'you')",1
"('to', 'you', 'today?')",1
"('the', 'Gonville', 'Hotel')",1
"('Gonville', 'Hotel', 'for')",1
"('Hotel', 'for', 'you?')",1
"('I', 'check', 'availability')",1
"('you', 'at', 'Ask?')",1
"('you', 'like', 'anything')",1
"('like', 'anything', 'else?')",1
"('more', 'about', 'Prezzo?')",1
"('see', 'if', 'one')",1
"('if', 'one', 'of')",1
"('larger', 'rooms', 'is')",1
"('rooms', 'is', 'available?')",1
"('can', 'I', 'find')",2
"('room', 'at', 'Huntingdon')",1
"('at', 'Huntingdon', 'Marriott')",1
"('Huntingdon', 'Marriott', 'Hotel?')",2
"('sound', 'good', 'for')",1
"('good', 'for', 'you?')",1
"('you', 'about', 'Pizza')",1
"('information', 'on', 'their')",1
"('on', 'their', 'menu?')",1
"('to', 'find', 'restaurants')",1
"('find', 'restaurants', 'with')",1
"('restaurants', 'with', 'higher')",1
"('few', 'other', 'places')",1
"('choose', 'another', 'option')",1
"('a', 'reservation', 'somewhere')",2
"('reservation', 'somewhere', 'else')",1
"('somewhere', 'else', 'instead?')",1
"('find', 'another,', 'less')",1
"('another,', 'less', 'expensive')",1
"('less', 'expensive', 'restaurant?')",1
"('questions', 'about', 'Da')",1
"('else', 'about', 'India')",1
"('about', 'India', 'House?')",1
"('you', 'about', 'Fitzbillies')",1
"('information', 'on', 'Ian')",1
"('on', 'Ian', 'Hong')",1
"('Ian', 'Hong', 'House?')",1
"('reservation', 'for', 'dinner?')",3
"('about', 'Pizza', 'Express?')",1
"('What', 'other', 'questions')",1
"('other', 'questions', 'do')",1
"('questions', 'do', 'you')",1
"('do', 'you', 'have?')",1
"('look', 'into', 'this')",1
"('this', 'for', 'better')",1
"('for', 'better', 'information?')",1
"('a', 'table', 'here?')",1
"('about', 'the', 'Gandhi?')",1
"('Should', 'we', 'try')",1
"('we', 'try', 'another')",1
"('another', 'location', 'with')",1
"('location', 'with', 'larger')",1
"('about', 'The', 'Cambridge')",1
"('The', 'Cambridge', 'Chop')",1
"('to', 'make', 'to')",1
"('make', 'to', 'a')",1
"('to', 'a', 'reservation?')",1
"('for', 'you', 'today,')",1
"('you', 'today,', 'or')",1
"('today,', 'or', 'book')",1
"('I', 'hope', ""that's"")",1
"('hope', ""that's"", 'enough')",1
"(""that's"", 'enough', 'to')",1
"('enough', 'to', 'convince')",2
"('to', 'convince', 'you')",2
"('convince', 'you', 'to')",2
"('you', 'to', 'book?')",2
"('availability', 'on', 'a')",1
"('on', 'a', 'different')",1
"('a', 'different', 'day')",1
"('different', 'day', 'or')",1
"('know', 'anything', 'about')",1
"('anything', 'about', 'them?')",1
"('have', 'another', 'questions')",1
"('another', 'questions', 'today?')",1
"('with', 'better', 'service')",1
"('better', 'service', 'instead?')",1
"('to', 'try', 'this')",1
"('try', 'this', 'restaurant?')",1
"('better', 'reviews', 'regarding')",1
"('reviews', 'regarding', 'noise?')",1
"('Shall', 'I', 'note')",1
"('I', 'note', 'on')",1
"('note', 'on', 'your')",1
"('on', 'your', 'booking')",1
"('your', 'booking', 'that')",1
"('booking', 'that', ""you've"")",1
"('that', ""you've"", 'requested')",1
"(""you've"", 'requested', 'a')",1
"('requested', 'a', 'larger')",1
"('a', 'larger', 'room?')",1
"('the', 'Ugly', 'Duckling')",1
"('Ugly', 'Duckling', 'or')",1
"('Duckling', 'or', 'any')",1
"('or', 'any', 'of')",1
"('of', 'the', 'restaurants')",1
"('the', 'restaurants', 'mentioned?')",1
"('like', 'me', 'check')",1
"('me', 'check', 'on')",2
"('with', 'better', 'atmosphere')",1
"('better', 'atmosphere', 'ratings?')",1
"('Would', 'like', 'me')",1
"('help', 'you', 'with??')",1
"('table', 'for', '8')",1
"('for', '8', 'for')",1
"('8', 'for', 'you?')",1
"('table', 'at', 'Cow')",1
"('at', 'Cow', 'Pizza')",1
"('Cow', 'Pizza', 'Kitchen')",1
"('Pizza', 'Kitchen', 'and')",1
"('Kitchen', 'and', 'Bar?')",1
"('to', 'check', 'with')",1
"('check', 'with', 'them')",1
"('with', 'them', 'and')",1
"('them', 'and', 'see')",1
"('and', 'see', 'if')",1
"('see', 'if', 'a')",1
"('if', 'a', 'larger')",1
"('larger', 'room', 'is')",1
"('room', 'is', 'available?')",1
"('still', 'want', 'your')",1
"('want', 'your', 'reservation?')",1
"('additional', 'information', 'before')",1
"('information', 'before', 'booking?')",1
"('a', 'different', 'Indian')",1
"('different', 'Indian', 'option')",1
"('Indian', 'option', 'for')",1
"('a', 'reservation', 'elsewhere?')",1
"('be', 'of', 'any')",1
"('of', 'any', 'other')",1
"('other', 'assistance', 'to')",1
"('assistance', 'to', 'you?')",1
"('table', 'or', 'try')",1
"('or', 'try', 'something')",1
"('get', 'some', 'more')",2
"('some', 'other', 'hotels')",1
"('other', 'hotels', 'for')",1
"('hotels', 'for', 'you?')",1
"('it', 'for', 'you')",1
"('reservation', 'somewhere', 'else?')",1
"('for', 'you', 'outside?')",1
"('you', 'at', 'Cambridge')",1
"('at', 'Cambridge', 'Belfry?')",1
"('Sitar', 'Tandoori', 'is')",1
"('Tandoori', 'is', 'about')",1
"('is', 'about', '50/50,')",1
"('about', '50/50,', 'Would')",1
"('50/50,', 'Would', 'you')",1
"('with', 'higher', 'service')",1
"('higher', 'service', 'ratings?')",1
"('to', 'book', 'at')",1
"('book', 'at', 'table')",1
"('at', 'table', 'there?')",1
"('to', 'book', 'it,')",1
"('book', 'it,', 'or')",2
"('it,', 'or', 'can')",2
"('I', 'answer', 'additional')",1
"('answer', 'additional', 'questions?')",1
"('choose', 'between', 'the')",1
"('between', 'the', 'two')",1
"('the', 'two', 'restaurants?')",1
"('more', 'affordable', 'place')",2
"('affordable', 'place', 'for')",1
"('or', 'I', 'should')",1
"('I', 'should', 'I')",1
"('should', 'I', 'help')",1
"('help', 'with', 'another')",1
"('with', 'another', 'location?')",1
"('Shall', 'I', 'book?')",1
"('you', 'about', 'Archway')",1
"('a', 'table', 'tonight?')",1
"('the', 'other', 'Indian')",1
"('other', 'Indian', 'options')",1
"('Indian', 'options', 'in')",1
"('options', 'in', 'the')",1
"('in', 'the', 'west?')",1
"('Ready', 'to', 'book?')",1
"('at', 'another', 'Italian')",1
"('another', 'Italian', 'restaurant')",1
"('Italian', 'restaurant', 'instead?')",1
"('you', 'need', 'for')",1
"('need', 'for', 'your')",1
"('any', 'more', 'questions?')",1
"('into', 'the', 'portions')",1
"('the', 'portions', 'a')",1
"('portions', 'a', 'little')",1
"('Are', 'you', 'interesting')",1
"('you', 'interesting', 'in')",1
"('interesting', 'in', 'making')",1
"('There', 'were', 'also')",1
"('were', 'also', 'some')",1
"('also', 'some', 'customers')",1
"('some', 'customers', 'who')",1
"('customers', 'who', ""didn't"")",1
"('who', ""didn't"", 'like')",1
"(""didn't"", 'like', 'the')",1
"('like', 'the', 'location')",1
"('the', 'location', 'saying')",1
"('location', 'saying', 'it')",1
"('saying', 'it', 'was')",1
"('it', 'was', 'not')",1
"('was', 'not', 'in')",1
"('not', 'in', 'the')",1
"('in', 'the', 'best')",1
"('the', 'best', 'area,')",1
"('best', 'area,', 'Would')",1
"('area,', 'Would', 'you')",1
"('a', 'good', 'fit')",1
"('good', 'fit', 'for')",1
"('fit', 'for', 'you?')",1
"('and', 'book', 'that')",1
"('there', 'or', 'did')",1
"('or', 'did', 'you')",1
"('did', 'you', 'want')",1
"('want', 'to', 'stick')",1
"('to', 'stick', 'to')",1
"('stick', 'to', 'delivery?')",1
"('table', 'at', 'Wagamama?')",1
"('more', 'suitable', 'option')",1
"('suitable', 'option', 'for')",1
"('the', 'Huntingdon', 'Marriott')",1
"('interested', 'or', 'would')",1
"('look', 'at', 'something')",1
"('at', 'something', 'else?')",1
"('make', 'a', 'resevation?')",1
"('a', 'booking', 'now?')",1
"('another', 'location', 'that')",1
"('location', 'that', 'does?')",1
"('this', 'location', 'or')",1
"('location', 'or', 'shall')",1
"('like', 'to', 'now')",1
"('to', 'now', 'more')",1
"('now', 'more', 'about')",1
"('questions', 'about', ""Rosa's"")",1
"('about', ""Rosa's"", 'before')",1
"(""Rosa's"", 'before', 'I')",1
"('today', 'or', 'do')",1
"('of', 'the', 'three')",1
"('the', 'three', 'restaurants?')",1
"('the', 'Acorn', 'Guest')",1
"('Should', 'I', 'verify')",1
"('I', 'verify', 'your')",1
"('verify', 'your', 'reservations?')",1
"('at', 'another', 'hotel?')",2
"('place', 'with', 'free')",1
"('with', 'free', 'wifi?')",1
"('and', 'book', 'your')",1
"('book', 'your', 'table?')",1
"('else', 'about', 'Caffe')",1
"('about', 'Caffe', 'Uno')",1
"('Caffe', 'Uno', 'for')",1
"('Uno', 'for', 'you?')",1
"('look', 'at', 'someplace')",1
"('at', 'someplace', 'else?')",1
"('knowing', 'anything', 'else?')",1
"('make', 'reservations', 'there?')",1
"('I', 'book', 'it,')",1
"('of', 'these', 'places?')",2
"('want', 'more', 'options?')",1
"('about', 'the', 'lodging?')",1
"('that', 'has', 'no')",1
"('has', 'no', 'alcohol')",1
"('no', 'alcohol', 'at')",1
"('alcohol', 'at', 'all?')",1
"('else', 'about', 'these')",1
"('about', 'these', 'restaurants')",1
"('these', 'restaurants', 'for')",1
"('restaurants', 'for', 'you?')",1
"('places', 'for', 'you?')",1
"('with', 'more', 'lively')",1
"('more', 'lively', 'ambiance?')",1
"('information', 'on', 'that?')",1
"('If', 'you', 'would')",1
"('you', 'would', 'like,')",1
"('would', 'like,', 'I')",1
"('like,', 'I', 'can')",1
"('I', 'can', 'book')",1
"('can', 'book', 'you')",1
"('another,', 'more', 'reasonable,')",1
"('more', 'reasonable,', 'place?')",1
"('to', 'check', 'the')",1
"('check', 'the', 'guesthouses')",1
"('the', 'guesthouses', 'in')",1
"('guesthouses', 'in', 'the')",1
"('in', 'the', 'east')",1
"('the', 'east', 'for')",1
"('east', 'for', 'wi-fi?')",1
"('find', 'an', 'option')",1
"('with', 'better', 'WiFi')",1
"('better', 'WiFi', 'for')",1
"('WiFi', 'for', 'you?')",1
"('a', 'better', 'hotel')",1
"('better', 'hotel', 'option?')",1
"('different', 'restaurant', 'for')",1
"('affordable', 'place', 'that')",1
"('that', 'serves', 'pizza?')",1
"('questions', 'about', 'Cambridge')",1
"('about', 'Cambridge', 'Lodge?')",1
"('for', 'another', 'dining')",1
"('another', 'dining', 'option?')",1
"('reservations', 'for', 'you')",1
"('does', 'have', 'nicer')",1
"('have', 'nicer', 'views?')",1
"('table', 'at', 'Meghna?')",1
"('help', 'you', 'find')",2
"('you', 'find', 'another')",1
"('information', 'or', 'look')",1
"('that', 'has', 'plenty')",1
"('has', 'plenty', 'of')",1
"('plenty', 'of', 'options?')",1
"('room', 'at', 'Autumn')",1
"('at', 'Autumn', 'House')",1
"('Autumn', 'House', 'for')",1
"('I', 'keep', 'looking')",1
"('keep', 'looking', 'for')",1
"('looking', 'for', 'a')",1
"('they', 'have', 'larger')",1
"('have', 'larger', 'rooms')",1
"('larger', 'rooms', 'available?')",1
"('about', 'the', 'hotels?')",1
"('about', 'the', 'Express')",1
"('the', 'Express', 'by')",1
"('by', 'Holiday', 'Inn?')",1
"('with', 'more', 'interesting')",1
"('more', 'interesting', 'decor?')",1
"('room', 'at', 'that')",1
"('at', 'that', 'hotel?')",1
"('I', 'proceed', 'and')",2
"('proceed', 'and', 'book')",1
"('questions', 'about', 'Dojo?')",1
"('table', 'or', 'would')",1
"('try', 'another', 'option?')",1
"('you', 'any', 'more')",1
"('you', 'about', 'Nandos?')",1
"('option', 'with', 'cleaner')",1
"('with', 'cleaner', 'rooms?')",1
"('information', 'about', 'Graffiti?')",1
"('can', 'do', 'to')",1
"('do', 'to', 'assist')",1
"('to', 'assist', 'you?')",1
"('table', 'at', 'Restaurant')",1
"('at', 'Restaurant', 'One')",1
"('Restaurant', 'One', 'Seven')",1
"('One', 'Seven', 'for')",1
"('Seven', 'for', 'you?')",1
"('book', 'you', 'there?')",1
"('reservation', 'or', 'get')",1
"('or', 'get', 'some')",1
"('table', 'at', 'Royal')",1
"('at', 'Royal', 'Spice?')",1
"('in', 'staying', 'there')",1
"('staying', 'there', 'or')",1
"('like', 'something', ""you'd"")",1
"('something', ""you'd"", 'like')",1
"('like', 'to', 'try?')",1
"('with', 'any', 'more')",1
"('Is', 'thee', 'anything')",1
"('thee', 'anything', 'else')",1
"('we', 'keep', 'looking?')",1
"('to', 'know', 'make')",1
"('know', 'make', 'a')",1
"('look', 'into', 'that')",1
"('into', 'that', 'for')",1
"('Need', 'a', 'reservation?')",1
"('make', 'the', 'reservation?')",1
"('to', 'stay', 'elsewhere?')",1
"('more', 'about', 'Cityoomz?')",1
"('another', 'option', 'or')",1
"('option', 'or', 'will')",1
"('or', 'will', 'that')",1
"('will', 'that', 'work')",1
"('the', 'other', 'three?')",1
"('hear', 'about', 'some')",1
"('about', 'some', 'other')",1
"('you', 'about', 'Hobsons')",1
"('about', 'Hobsons', 'House?')",1
"('hotel', 'for', 'you')",1
"('you', 'find', 'a')",1
"('find', 'a', 'better')",1
"('with', 'a', 'seafood')",1
"('a', 'seafood', 'specialty?')",1
"('else', 'about', 'The')",1
"('about', 'The', 'Acorn?')",1
"('ratings', 'for', 'bed')",1
"('for', 'bed', 'comfort?')",1
"('find', 'an', 'alternative?')",1
"('at', 'another', 'restaurant')",1
"('restaurant', 'or', 'is')",1
"('or', 'is', 'this')",1
"('is', 'this', 'okay?')",1
"('on', 'the', 'patio?')",1
"('Do', 'either', 'of')",1
"('either', 'of', 'those')",1
"('of', 'those', 'sound')",1
"('those', 'sound', 'good')",1
"('place', 'with', 'really')",1
"('with', 'really', 'nice')",1
"('really', 'nice', 'decor?')",1
"('you', 'with', 'such')",1
"('with', 'such', 'as')",1
"('such', 'as', 'booking')",1
"('as', 'booking', 'a')",1
"('I', 'book', 'Worth')",1
"('book', 'Worth', 'House')",1
"('Worth', 'House', 'for')",1
"('continue', 'with', 'your')",1
"('with', 'your', 'booking?')",1
"('with', 'more', 'upscale')",1
"('more', 'upscale', 'decor?')",1
"('to', 'me', 'check')",1
"('room', 'there', 'anyway?')",1
"('Only', 'one', 'person')",1
"('one', 'person', 'said')",1
"('person', 'said', 'that')",1
"('said', 'that', 'the')",1
"('that', 'the', 'view')",1
"('the', 'view', 'was')",1
"('view', 'was', 'not')",1
"('was', 'not', 'that')",1
"('not', 'that', 'great,')",1
"('that', 'great,', 'do')",1
"('great,', 'do', 'you')",1
"('Can', 'I', 'proceed')",1
"('proceed', 'and', 'make')",1
"('another', 'location', 'instead?')",1
"('you', 'about', 'Meze')",1
"('to', 'ensure', 'that')",1
"('ensure', 'that', 'you')",1
"('you', 'have', 'a')",1
"('with', 'a', 'nice')",1
"('a', 'nice', 'view?')",1
"('about', 'El', 'Sheddai?')",1
"('ratings', 'on', 'their')",1
"('on', 'their', 'WiFi?')",1
"('reservation', 'for', 'your')",1
"('for', 'your', 'party')",1
"('your', 'party', 'outdoors?')",1
"('provide', 'any', 'other')",1
"('like', 'their', 'address')",1
"('their', 'address', 'or')",1
"('address', 'or', 'phone')",1
"('or', 'phone', 'number?')",1
"('try', 'another', 'option')",1
"('keep', 'your', 'reservation')",1
"('before', 'booking', 'it')",1
"('booking', 'it', 'for')",1
"('we', 'look', 'elsewhere?')",1
"('different', 'restaurant', 'with')",1
"('better', 'view', 'reviews?')",1
"('with', 'any', 'additional')",1
"('for', 'another', 'one?')",1
"('Anythinf', 'else', 'I')",1
"('know', 'about', 'either')",1
"('to', 'make', 'reservation?')",1
"('another', 'restaurant', 'in')",1
"('in', 'a', 'different')",1
"('a', 'different', 'area?')",1
"('we', 'look', 'somewhere')",1
"('look', 'somewhere', 'else')",1
"('else', 'for', 'another')",1
"('about', 'The', 'Express?')",1
"('about', 'the', 'Lucky')",1
"('the', 'Lucky', 'Star?')",1
"('else,', 'or', 'answer')",1
"('or', 'answer', 'other')",1
"('answer', 'other', 'questions?')",1
"('We', 'could', 'also')",1
"('could', 'also', 'look')",1
"('also', 'look', 'at')",1
"('you', 'at', 'Bedouin?')",1
"('Can', 'I', 'do')",1
"('I', 'do', 'anything')",1
"('do', 'anything', 'else')",1
"('about', 'Pizza', 'Hut?')",1
"('table', 'or', 'get')",1
"('more', 'about', 'Restaurant')",1
"('about', 'the', 'Copper')",1
"('more', 'affordable', 'option?')",1
"('Is', 'that', 'all')",1
"('that', 'all', 'right')",1
"('all', 'right', 'for')",1
"('right', 'for', 'your')",1
"('a', 'table', '?')",1
"('you', 'about', 'HK')",1
"('about', 'HK', 'Fusion,')",1
"('HK', 'Fusion,', 'or')",1
"('Fusion,', 'or', 'book')",1
"('Hope', ""that's"", 'good')",1
"(""that's"", 'good', 'enough')",1
"('good', 'enough', 'to')",1
"('you', 'about', 'Meghna?')",1
"('Should', 'I', 'cancel')",1
"('reservation', 'and', 'try')",1
"('and', 'try', 'somewhere')",1
"('try', 'somewhere', 'else')",1
"('somewhere', 'else', 'or')",1
"('else', 'or', 'are')",1
"('are', 'you', 'ok')",1
"('you', 'ok', 'with')",1
"('ok', 'with', 'dining')",1
"('with', 'dining', 'indoors?')",1
"('I', 'book', 'Ashley')",1
"('book', 'Ashley', 'Hotel?')",1
"('on', 'any', 'thing')",1
"('any', 'thing', 'else?')",1
"('room', 'at', 'Worth')",1
"('at', 'Worth', 'House?')",1
"('Want', 'a', 'reservation')",1
"('information', 'or', 'make')",1
"('What', 'day', 'are')",1
"('day', 'are', 'you')",1
"('are', 'you', 'wanting')",1
"('you', 'wanting', 'to')",1
"('wanting', 'to', 'book')",1
"('book', 'that', 'for?')",1
"('for', 'your', 'dates?')",1
"('you', 'at', 'Travellers')",1
"('at', 'Travellers', 'Rest?')",1
"('with', 'better', 'noise')",1
"('better', 'noise', 'ratings?')",1
"('room', 'at', 'Finches?')",1
