,question,turn_nr,reference_response,reference_length,ref_know_nr,reference_domain,reference_doc_type,prediction_response,prediction_length,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL,dialogue_act_history
59,How would one rate the service quality at the Ask Restaurant?,13,"Past guests rate the service very differently. Some refer to it as being subpar, but others say it was spectacular.",115,8,restaurant,review,The Ask Restaurant has really high ratings for their service. Only one person said the service was subpar. Do you want to know anything else?,141,9,restaurant,review,0.03652945772536268,0.1603955561309619,0.2666666666666666,0.04651162790697675,0.17777777777777778,"['statement', 'statement', 'opinion', 'open_question_opinion', 'statement', 'command', 'statement', 'statement', 'statement', 'statement', 'yes_no_question', 'statement', 'open_question_opinion']"
60,Does Kymmoy serve beer that's worth the money?,9,"Kymmoy does serve alcoholic beverages. I do not see any reviews that specifically mention beer, but two reviewers mentioned they thought the drink menu affordable, while 1 said it was somewhat overpriced.",204,4,restaurant,review,"Yes, Kymmoy does serve beer. The reviews are very good with customers saying the drinks are affordable and refreshingly affordable. There were customers who thought the drinks were overpriced. Would you like to know more about them?",232,6,restaurant,review,0.05467180016810232,0.1885100027488807,0.2898550724637681,0.11940298507462685,0.26086956521739135,"['statement', 'statement', 'command', 'command', 'pos_answer', 'statement', 'yes_no_question', 'statement', 'yes_no_question']"
61,Do they have reasonably priced beer?,7,"Some of the guests that have previously dined at the Nandos restaurant consider their beer to be reasonably price, however, a few saw them to be a bit expensive.",161,6,restaurant,review,The Nandos gets some mixed reviews on their prices. Some customers thought the prices were reasonable while others thought they were overpriced. Would you like to know more about them?,184,11,restaurant,review,0.0182680755836395,0.10853043294986423,0.3050847457627119,0.03508771929824562,0.16949152542372883,"['statement', 'opinion', 'command', 'command', 'open_question_opinion', 'command', 'yes_no_question']"
62,I prefer a place with very well-kept bathrooms.,5,All three options have extremely positive reviews about the cleanliness of the bathrooms. Is there another room preference that you have in order to narrow down your choices?,174,7,hotel,review,"The bathrooms at Autumn House are super clean and sanitary, while those at Leverton House are sparkling clean and super-clean. Would you like to book a room?",157,6,hotel,review,0.01943043650185126,0.08110806433063215,0.17857142857142858,0.037037037037037035,0.14285714285714285,"['statement', 'statement', 'opinion', 'opinion', 'opinion']"
63,"One last thing, could you tell me if it's in a quiet place?",5,It is a common complaint that the guesthouse is quite noisy and you could hear your neighbors as well as traffic. Very few comments felt otherwise.,147,8,hotel,review,The Alexander Bed and Breakfast has a lot of complaints about the noise level. Only a couple people found it to be quiet.,121,7,hotel,review,0.01997591714266768,0.05281012935559063,0.20408163265306123,0.0,0.12244897959183673,"['statement', 'command', 'statement', 'statement', 'command']"
64,"Is the staff well trained to be friendly, fast and flawless?",3,The Kymmoy has friendly staff that aren't afraid to tell a few good jokes every now and then.  Would you like me to make a reservation for you?,143,1,restaurant,review,"Yes, the staff at Kymmoy is well trained to be friendly and fast. Past guests have described them as extremely friendly and even cracked a few good jokes.",154,1,restaurant,review,0.09441218922485384,0.16605164950503012,0.3508771929824561,0.10909090909090909,0.24561403508771928,"['statement', 'statement', 'open_question_opinion']"
65,Is there a nice view from the rooms at Cityroomz?,15,"Yes, Cityroomz does seem to have nice views. Past guests have even said they were blown away by them.",101,4,hotel,review,The majority of guests that stayed at the Cityroomz were blown away by the views that can be seen. There were also guests who were disappointed in the view. Would you like to know more about them?,196,5,hotel,review,0.07406422863934863,0.2335654108108918,0.3214285714285714,0.1111111111111111,0.21428571428571427,"['statement', 'open_question_factual', 'statement', 'opinion', 'opinion', 'opinion', 'command', 'open_question_factual', 'statement', 'statement', 'thanking', 'opinion', 'opinion', 'statement', 'yes_no_question']"
66,Can you tell me whether Kymmoy has great staff and service?,11,The service at the restaurant was excellent according to one reviewer. They said that the person was very friendly and even told jokes.,135,1,restaurant,review,"Yes, Kymmoy does have great staff and service. Past guests have described them as extremely friendly.",101,1,restaurant,review,0.02207512285294552,0.10098141409319464,0.15384615384615383,0.0,0.10256410256410256,"['statement', 'command', 'command', 'command', 'statement', 'statement', 'command', 'yes_no_question', 'opinion', 'statement', 'command']"
67,FIrst do you know if it's in a safe area and close to other attractions we might want to see?,9,"According to the reviews that I have on hand for this location, the opinions are mixed.  Half loved the location or thought it was great, while half thought the location was out of the way.",189,4,restaurant,review,"The Pizza Express Fen Ditton is located in a great part of town, but it is a little far from other attractions. Would you like me to find another place?",152,8,restaurant,review,0.01465525803087546,0.08925396769556276,0.18461538461538463,0.0,0.12307692307692307,"['statement', 'statement', 'opinion', 'command', 'command', 'statement', 'statement', 'statement', 'nonsense']"
68,Are the bathrooms clean?,19,"Yes, the bathrooms at the Allenbell have been rated by previous customers to be very clean and sanitary.",104,2,hotel,review,"Yes, the bathrooms at the Allenbell are clean. Past guests have described them as super-clean and sanitary.",107,2,hotel,review,0.3751840463233444,0.339345864805202,0.5555555555555556,0.4117647058823529,0.5555555555555556,"['open_question_factual', 'open_question_opinion', 'open_question_opinion', 'statement', 'statement', 'statement', 'statement', 'open_question_opinion', 'open_question_opinion', 'statement', 'statement', 'opinion', 'open_question_opinion', 'open_question_opinion', 'opinion', 'command', 'open_question_opinion', 'opinion', 'yes_no_question']"
69,Most importantly can you make sure it has a nice room and a great view?,3,Those seeking good views will be appreciate those offered at the Cityroomz location as guests have commentated of their admiration of the sights.,145,4,hotel,review,The Cityroomz hotel has really good views according to most guests. One person said they were blown away by the view though.,124,5,hotel,review,0.04141141330484801,0.16375924267011197,0.2666666666666666,0.09302325581395349,0.17777777777777776,"['statement', 'statement', 'yes_no_question']"
70,Does the restaurant have a outdoor seating option?,11,"Yes, if the weather is cooperative, those that select to dine at the Meghna restaurant can be seated outdoors.",110,4,restaurant,review,"Yes, Meghna does have a nice outdoor seating area. Past guests have said that it was an excellent place for outdoor dining.",123,4,restaurant,faq,0.03787865612579481,0.0981073611075412,0.2926829268292683,0.0,0.1951219512195122,"['statement', 'yes_no_question', 'opinion', 'opinion', 'yes_no_question', 'statement', 'pos_answer', 'statement', 'open_question_opinion', 'statement', 'yes_no_question']"
71,"Is this considered a nice, accessible location and neighborhood?",9,"Yes, the location of the Eraina in downtown is generally considered to be pleasant and accessible to most patrons.",114,4,restaurant,review,"The Eraina restaurant is located in a great spot in the center of town, which is wonderful for a date night out on the town. One person said it could be better, though.",168,4,restaurant,review,0.01725849167169606,0.12121256008984904,0.3076923076923077,0.04,0.19230769230769232,"['opinion', 'open_question_opinion', 'opinion', 'command', 'command', 'open_question_opinion', 'opinion', 'command', 'yes_no_question']"
72,I prefer somewhere that does not have dirty bathrooms. Are the bathrooms at Acorn House spotless?,9,"Half of the guests that have stayed at the Acorn Guest House mention being impressed by the cleanliness, however, the rest found issues.",136,2,hotel,review,"The Acorn Guest House has clean bathrooms according to two guests, but one guest said their bathroom wasn't clean when they arrived.",132,2,hotel,review,0.0640768778329159,0.13057245735358064,0.21739130434782608,0.13636363636363635,0.17391304347826086,"['opinion', 'statement', 'statement', 'statement', 'yes_no_question', 'statement', 'open_question_opinion', 'command', 'yes_no_question']"
73,Do they have rooms that are peaceful and quiet?,9,"The general consensus of the Lensfield Hotel is that it is quiet, but two reviews did state that it was noisy for them.",119,8,hotel,review,"The Lensfield Hotel is very quiet according to most guests, but a few guests said it was too noisy for them.",108,8,hotel,review,0.1735505412321786,0.2650592646414938,0.5,0.28571428571428564,0.5,"['statement', 'open_question_factual', 'opinion', 'statement', 'command', 'statement', 'statement', 'pos_answer', 'open_question_opinion']"
74,I hate a lot of noise.  Can you tell me if this place is quiet?,11,"If you dislike an abundance of noise, the Alexander Bed and Breakfast will lack the peace and tranquility required.",115,8,hotel,review,"The Alexander Bed and Breakfast has a lot of noise according to most guests. Only one person said it was quiet, though.",119,7,hotel,review,0.12049514584750938,0.1973249619844697,0.3414634146341463,0.25641025641025644,0.24390243902439024,"['statement', 'open_question_factual', 'opinion', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'opinion', 'opinion']"
