reference_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
would you like me to search for more reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if one of their larger rooms is available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if there is a large room available?,0.0,0.0,0.0,0.0,0.0,2
would you like me to see if there is a larger room available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if there's a large room available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if there's a larger room available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if they can provide a mattress for your needs?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if they have a large room available?,0.0,0.0,0.0,0.0,0.0,2
would you like me to see if they have a larger room available?,0.0,0.0,0.0,0.0,0.0,3
would you like me to see if they have a table available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if they have larger rooms available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if they have one of their large rooms available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if they have some of their larger rooms available right now?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see if we can reserve a window seat for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to see what other places are available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to start a booking?,0.0,0.0,0.0,0.0,0.0,1
would you like me to try a different hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like me to try another place or give you more information on the grafton?,0.0,0.0,0.0,0.0,0.0,1
would you like me to try another place?,0.0,0.0,0.0,0.0,0.0,3
would you like me to try somewhere else?,0.0,0.0,0.0,0.0,0.0,1
"would you like me to try to find another, less expensive restaurant?",0.0,0.0,0.0,0.0,0.0,1
would you like more info or for me to help book it?,0.0,0.0,0.0,0.0,0.0,1
would you like more information ?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about chiquito?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about either of these restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about either place?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about graffiti?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about hakka?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about it?,0.0,0.0,0.0,0.0,0.0,2
would you like more information about la margherita?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about meghna?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about nandos?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the dojo noodle bar?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the good luck chinese food takeaway?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the lucky star?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the place or would you like me to look for another one?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the place?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about the restaurant?,0.0,0.006118546845124283,0.0,0.0,0.0,3
would you like more information about the ugly duckling or any of the restaurants mentioned?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about them or have me look elsewhere for a different place?,0.0,0.0,0.0,0.0,0.0,1
would you like more information about them?,0.0,0.0,0.0,0.0,0.0,9
would you like more information about those two restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like more information before making a booking?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on any of the restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on arbury lodge guesthouse?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on it?,0.0,0.0,0.0,0.0,0.0,2
would you like more information on that?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on the establishment?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on the restaurant?,0.0,0.0,0.0,0.0,0.0,2
would you like more information on their menu?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on them?,0.0,0.0,0.0,0.0,0.0,1
would you like more information on this restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like more information or another place?,0.0,0.01612541993281075,0.0,0.0,0.0,1
would you like more information or are you ready to book it now?,0.0,0.0,0.0,0.0,0.0,1
would you like more information or look for another place?,0.0,0.0,0.0,0.0,0.0,1
would you like more information or make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like more information or would you like to book a room?,0.0,0.0,0.0,0.0,0.0,1
would you like more information?,0.0,0.0,0.0,0.0,0.0,26
would you like more infromation?,0.0,0.0,0.0,0.0,0.0,1
would you like reservations?,0.0,0.0,0.0,0.0,0.0,2
would you like some information on hotels with larger rooms?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information about caffe uno?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information about either of them?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information about hotpot?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information about it?,0.0,0.0,0.0,0.0,0.0,3
would you like some more information about the restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information about them?,0.0,0.0,0.0,0.0,0.0,8
would you like some more information on any of the restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information on eraina?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information on ian hong house?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information on it?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information on la tasca?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information on the restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like some more information on them?,0.0,0.0,0.0,0.0,0.0,4
would you like some more information?,0.0,0.0,0.0,0.0,0.0,5
would you like some other information on the restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like some other suggestions?,0.0,0.0,0.0,0.0,0.0,1
would you like some place else?,0.0,0.0,0.0,0.0,0.0,1
would you like the address and phone number?,0.0,0.0,0.0,0.0,0.0,1
would you like the address?,0.0,0.0,0.0,0.0,0.0,1
would you like the contact information for the property to ask them directly?,0.0,0.0,0.0,0.0,0.0,1
would you like the phone number for the hotel so that you can ask them directly?,0.0,0.0,0.0,0.0,0.0,2
would you like the phone number for the hotel so that you can contact them directly?,0.0,0.0,0.0,0.0,0.0,2
would you like the phone number to contact the hotel directly about their wifi policies?,0.0,0.0,0.0,0.0,0.0,1
would you like the phone number to contact the hotel directly?,0.0,0.0,0.0,0.0,0.0,1
would you like the phone number to the hotel so that you can inquire directly with them?,0.0,0.0,0.0,0.0,0.0,1
would you like the table?,0.0,0.0,0.0,0.0,0.0,1
would you like their address or phone number?,0.0,0.0,0.0,0.0,0.0,1
would you like their telephone number?,0.0,0.0,0.0,0.0,0.0,1
would you like to any other information?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a hotel elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a reservation at allenbell?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a reservation at hobson's house?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a reservation or is there anything else you'd like to know?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a reservation or keep looking?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a reservation there?,0.0,0.004854614412136538,0.0,0.0,0.0,5
would you like to book a reservation?,0.0,0.0,0.0,0.0,0.0,16
would you like to book a room at acorn guest house?,0.0,0.019296482412060306,0.0,0.0,0.0,1
would you like to book a room at hobsons house?,0.0,0.023272727272727278,0.0,0.0,0.0,1
would you like to book a room at kirkwood house?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room at the ashley?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room at the gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room at this time?,0.0,0.0,0.0,0.0,0.0,2
would you like to book a room for you there?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room or for me to continue to look?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room somewhere else?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room there anyway?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room there or do you need more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room there or know anything else?,0.0,0.02191780821917809,0.0,0.0,0.0,1
would you like to book a room there tonight?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a room there?,0.0,0.0029873577126473113,0.0,0.0,0.0,32
would you like to book a room?,0.0,0.002434038640833094,0.0,0.0,0.0,62
would you like to book a stay there?,0.0,0.009329446064139943,0.0,0.0,0.0,2
would you like to book a table at cow pizza kitchen and bar?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table at either of those?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table at either restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table at grafton hotel restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table at kohinoor?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table at the chiquito restaurant bar?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table at wagamama?,0.0,0.019631901840490802,0.0,0.0,0.0,1
would you like to book a table indoors or should i check other restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table now?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table or get more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table or keep searching?,0.0,0.0,0.0,0.0,0.0,2
would you like to book a table or should i try somewhere else?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table or try something else?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table outdoors?,0.0,0.0,0.0,0.0,0.0,2
would you like to book a table there or do you have any more questions?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table there or get more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table there?,0.0,0.0,0.0,0.0,0.0,4
would you like to book a table tonight?,0.0,0.0,0.0,0.0,0.0,1
would you like to book a table?,0.0,0.0006793228511773648,0.0,0.0,0.0,62
would you like to book allenbell?,0.0,0.018658892128279887,0.0,0.0,0.0,1
would you like to book arbury lodge guesthouse?,0.0,0.019296482412060306,0.0,0.0,0.0,1
would you like to book at table there?,0.0,0.0,0.0,0.0,0.0,1
would you like to book for another day or time?,0.0,0.0,0.0,0.0,0.0,1
would you like to book it for your stay?,0.0,0.0,0.0,0.0,0.0,1
"would you like to book it, or can i answer additional questions?",0.0,0.0,0.0,0.0,0.0,1
would you like to book it?,0.0,0.00114322250084438,0.0,0.0,0.0,46
would you like to book one of them?,0.0,0.0,0.0,0.0,0.0,1
would you like to book that stay?,0.0,0.0,0.0,0.0,0.0,1
would you like to book the gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to book the hotel now?,0.0,0.0,0.0,0.0,0.0,1
would you like to book the room?,0.0,0.0,0.0,0.0,0.0,1
would you like to book there?,0.0,0.02448268712419656,0.0,0.0,0.0,2
would you like to book this hotel?,0.0,0.013597733711048164,0.0,0.0,0.0,2
would you like to book worth house?,0.0,0.0,0.0,0.0,0.0,1
would you like to book?,0.0,0.0,0.0,0.0,0.0,5
would you like to change your reservation?,0.0,0.0,0.0,0.0,0.0,3
would you like to check availability?,0.0,0.0,0.0,0.0,0.0,1
would you like to check on the hotel's availability for your stay?,0.0,0.0,0.0,0.0,0.0,1
would you like to check out a few other places with better staff reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like to check out a more affordable restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to check out other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to check out some less expensive places?,0.0,0.0,0.0,0.0,0.0,1
would you like to check out some other places with better reviews?,0.0,0.013684960798289384,0.0,0.0,0.0,1
would you like to check out some other places?,0.0,0.0,0.0,0.0,0.0,4
would you like to choose that one?,0.0,0.0,0.0,0.0,0.0,1
would you like to contact the hotel to ask them directly?,0.0,0.0,0.0,0.0,0.0,1
would you like to continue with a reservation?,0.0,0.0,0.0,0.0,0.0,2
would you like to continue with your booking?,0.0,0.0,0.0,0.0,0.0,1
would you like to do that?,0.0,0.0,0.0,0.0,0.0,2
would you like to eat there?,0.0,0.0,0.0,0.0,0.0,1
would you like to explore other options?,0.0,0.003859296482412061,0.0,0.0,0.0,5
would you like to explore some other locations?,0.0,0.0,0.0,0.0,0.0,1
would you like to explore some other options?,0.0,0.002845287492590397,0.0,0.0,0.0,7
would you like to find a different one?,0.0,0.0,0.0,0.0,0.0,1
would you like to find a different place to stay?,0.0,0.0,0.0,0.0,0.0,1
would you like to find another hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to find another place that does?,0.0,0.0,0.0,0.0,0.0,1
would you like to find another place?,0.0,0.0,0.0,0.0,0.0,1
would you like to find out any other information or would you like to book a table?,0.0,0.0,0.0,0.0,0.0,1
would you like to find out more about them?,0.0,0.0,0.0,0.0,0.0,2
would you like to find some other options to explore?,0.0,0.0,0.0,0.0,0.0,1
would you like to find some place else?,0.0,0.0,0.0,0.0,0.0,1
would you like to find someplace else?,0.0,0.0,0.0,0.0,0.0,1
would you like to find somewhere else?,0.0,0.0,0.0,0.0,0.0,1
would you like to find somewhere that is more quiet?,0.0,0.0,0.0,0.0,0.0,1
would you like to get a room there?,0.0,0.0,0.0,0.0,0.0,2
would you like to get some more information about them?,0.0,0.0,0.0,0.0,0.0,1
would you like to give any of them a try?,0.0,0.0,0.0,0.0,0.0,1
would you like to give it a shot?,0.0,0.009648241206030153,0.0,0.0,0.0,2
would you like to give it a try or have me find another restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to give it a try?,0.0,0.011881188118811883,0.0,0.0,0.0,2
would you like to give the gourmet burger kitchen a try?,0.0,0.0,0.0,0.0,0.0,1
would you like to give the hotel a try?,0.0,0.0,0.0,0.0,0.0,1
would you like to give them a shot?,0.0,0.0,0.0,0.0,0.0,3
would you like to give them a try?,0.0,0.0,0.0,0.0,0.0,7
would you like to go ahead and book a reservation now?,0.0,0.0,0.0,0.0,0.0,1
would you like to go ahead and book a room?,0.0,0.024273072060682688,0.0,0.0,0.0,1
would you like to go ahead and book a table?,0.0,0.0,0.0,0.0,0.0,1
would you like to hear about a different option?,0.0,0.0,0.0,0.0,0.0,1
would you like to hear about some other options?,0.0,0.0,0.0,0.0,0.0,1
would you like to keep the booking?,0.0,0.0,0.0,0.0,0.0,1
would you like to know about any other menu items?,0.0,0.0,0.0,0.0,0.0,1
would you like to know about them?,0.0,0.0,0.0,0.0,0.0,1
would you like to know any other things about the restaurant today?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything about them?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about cafe uno?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about darry's cookhouse?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about either of them?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about india house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about it?,0.0,0.0,0.0,0.0,0.0,4
would you like to know anything else about the acorn?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the avalon?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the golden wok?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the hotel?,0.0,0.0,0.0,0.0,0.0,2
would you like to know anything else about the huntingdon marriott?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the kirkwood house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the stazione?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the warkworth?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about the worth house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else about them?,0.0,0.0,0.0,0.0,0.0,39
would you like to know anything else or do you want a reservation?,0.0,0.0,0.0,0.0,0.0,2
would you like to know anything else or make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to know anything else?,0.0,0.0022202437236018254,0.0,0.0,0.0,67
would you like to know make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about ali baba?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about alpha-milton?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about any of the places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about any of them?,0.0,0.0,0.0,0.0,0.0,5
would you like to know more about any of these places?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about any of these restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about city centre?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about cityroomz or would you like to check out some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about cotto?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about curry garden?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about curry prince?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about da vinci pizzeria?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about de luca cucina?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about dojo?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about efes?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about either of them?,0.0,0.0014211695040710587,0.0,0.0,0.0,7
would you like to know more about either place?,0.0,0.0,0.0,0.0,0.0,3
would you like to know more about either restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about eraina?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about it?,0.0,0.0,0.0,0.0,0.0,7
would you like to know more about midsummer house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about nandos?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about panahar?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about pizza express?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about pizza hut cherry hinton?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about pizza hut fen ditton?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about pizza hut?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about prezzo?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about rajmahal?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about restaurant alimentum?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about rosa's?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about saffron brasserie?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about saigon city's menu?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the a & b?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the acorn or check out a few other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the acorn or check out another place?,0.0,0.012205975842339482,0.0,0.0,0.0,1
would you like to know more about the acorn?,0.0,0.01327800829875519,0.0,0.0,0.0,2
would you like to know more about the alexander b&b or would you like to check out some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the alexander b&b?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the allenbell or have me look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the allenbell?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the archway house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the archway?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about the avalon?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the carolina or check out the warkworth house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the copper kettle?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the cow pizza kitchen?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the dojo noodle bar?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about the drink options offered there?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the either restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the express?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the galleria?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the gandhi?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the ghandi?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the gonville?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the goodluck?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the la raza restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the lan hong house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the lensfield or would you like me to check into other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the lovell lodge or check into some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the lucky star?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about the menu?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about the niral?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the nirala?,0.0,0.027866473149492022,0.0,0.0,0.0,1
would you like to know more about the place or check out some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the place or would you like to look into some alternatives?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the place?,0.0,0.0017151401735268576,0.0,0.0,0.0,15
would you like to know more about the restaurant?,0.0,0.0,0.0,0.0,0.0,4
would you like to know more about the river bar and steakhouse?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the ugly duckling?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the warkworth house?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about the worth house?,0.0,0.004608737397983678,0.0,0.0,0.0,2
would you like to know more about their menu or anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about their menu?,0.0,0.0,0.0,0.0,0.0,6
would you like to know more about them or book a table?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about them or check another place?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or check out a different place?,0.0,0.0,0.0,0.0,0.0,9
would you like to know more about them or check out another restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or find another place with lower prices?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or have me check out other places?,0.0,0.0,0.0,0.0,0.0,4
would you like to know more about them or have me check out some other places?,0.0,0.00512,0.0,0.0,0.0,3
would you like to know more about them or have me look for a place?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or have me look for another place?,0.0,0.0,0.0,0.0,0.0,18
would you like to know more about them or have me look into another place?,0.0,0.0,0.0,0.0,0.0,4
would you like to know more about them or look for another place?,0.0,0.0019384149419485112,0.0,0.0,0.0,5
would you like to know more about them or make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or should i check out some other places?,0.0,0.0,0.0,0.0,0.0,6
would you like to know more about them or should i look at some other places?,0.0,0.0,0.0,0.0,0.0,3
would you like to know more about them or should i look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or should i look for another place?,0.0,0.0,0.0,0.0,0.0,11
would you like to know more about them or should i look for other places?,0.0,0.0014672168729940396,0.0,0.0,0.0,9
would you like to know more about them or would you like me to find another place?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them or would you like me to look for another place?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about them?,0.0,0.0008651118775900104,0.0,0.0,0.0,382
would you like to know more about this restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about wagamama?,0.0,0.0,0.0,0.0,0.0,2
would you like to know more about yu garden?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more about zizzi?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more bout darry's?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more bout them?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more or have me check elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more or would you like to book it?,0.0,0.0,0.0,0.0,0.0,1
would you like to know more?,0.0,0.0008080131836440417,0.0,0.0,0.0,35
would you like to know something else or can i book you?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at a different dining option?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at another hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at another italian restaurant instead?,0.0,0.02033898305084746,0.0,0.0,0.0,1
would you like to look at another location that does?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at another location?,0.0,0.0,0.0,0.0,0.0,2
would you like to look at another option instead?,0.0,0.024806201550387603,0.0,0.0,0.0,1
would you like to look at another option?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at another restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at one of the hotels in the north instead that might be quieter?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at one of the other indian options in the west?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at other dining options?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at other options?,0.0,0.0,0.0,0.0,0.0,3
would you like to look at some other nearby options?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at some other options?,0.0,0.0,0.0,0.0,0.0,3
would you like to look at some other places or find out more about the carolina?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at some other places with better reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at some other places?,0.0,0.0,0.0,0.0,0.0,3
would you like to look at some other restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like to look at tandoori palace instead?,0.0,0.0,0.0,0.0,0.0,1
would you like to look elsewhere?,0.0,0.0,0.0,0.0,0.0,7
would you like to look for another dining option?,0.0,0.0,0.0,0.0,0.0,1
would you like to look for another hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like to look for other hotel options?,0.0,0.0,0.0,0.0,0.0,1
would you like to look for other options?,0.0,0.0,0.0,0.0,0.0,1
would you like to look for other restaurants in the area?,0.0,0.0,0.0,0.0,0.0,1
would you like to look into some other places with better staff reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like to look into some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like to look some place else?,0.0,0.0,0.0,0.0,0.0,1
would you like to look somewhere else?,0.0,0.006201550387596901,0.0,0.0,0.0,4
would you like to make a booking now?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a booking or do you have other questions?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a booking there?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a booking?,0.0,0.0010437051532941946,0.0,0.0,0.0,21
would you like to make a reservation anyway?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation at eraina?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation at one of the establishments?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation at one of them?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation at the restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation at this location?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation for a table?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation now?,0.0,0.0,0.0,0.0,0.0,2
would you like to make a reservation or do you need more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation or do you need to know anything else ?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation or do you need to know anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation or get some more information?,0.0,0.01402483564645727,0.0,0.0,0.0,1
would you like to make a reservation or look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation there now?,0.0,0.011401425178147271,0.0,0.0,0.0,2
would you like to make a reservation there or do you need more information?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation there today?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation there?,0.0,0.003588077374301481,0.0,0.0,0.0,29
would you like to make a reservation to dine there?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation to eat there?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation today?,0.0,0.0,0.0,0.0,0.0,1
would you like to make a reservation?,0.0,0.0012913139038379317,0.0,0.0,0.0,93
